Размер,Адрес,Точен адрес,Цена,Валута,Обзавеждане,Етаж,Етажи,Отопление,Състояние,Строителство,Спални,Бани,Двор,Площ на парцела,В регулация,Предназначение,Виза,Разрешение за строеж,Категория,Тип,Oписание
52m²," Военна Рампа, София",False,"60,000",EUR,Необзаведен,2-ри,,ТЕЦ,,Тухла,,,,,,,,,,,"Оферта 22214. Тристаен апартамент, тухла от 1950г. с-у Тец София. Жилището е за тотален ремонт. ЧЗП 50кв.м., Има мазе и таван (16 кв.м отделно от посочената квадратура на апартамента).
Състои се от: 2 стаи, 1 всекидневна с кухненски бокс, входно антре, баня с тоалетна, тераса. 
Изложение - изток, юг, север.
В близост до спирка на градски транспорт.
Паркирането е свободно!"
50m²," Военна Рампа, София",False,"59,990",EUR,Обзаведен,2-ри,,ТЕЦ,,Панел,,,,,,,,,,,"Оферта 20595. Апартаментът е  50 кв. м. жилищна площ, разпределени както слрдва : всекидневна , спалня, кухня, баня с тоалетна, малка южна тераса.Обзаведен, изцяло южен, вътрешен, уютен и топъл. Районът е тих и спокоен със зелени площи и отстояние между сградите. Намира се на улица 202 срещу Теца, Технополис и Баухаус. "
